weekday,shift,station,operator_id,last_station,total,ng_count,avg_cycle_time,first_date,last_date,ng_rate,is_anomaly,reason
Sunday,Morning,M326,041709200000,Str1,4,0,803.5,2025-05-18 08:20:24,2025-05-18 08:45:50,0.0,False,🐢 Ciclo: 803s | ⚠️ Pochi moduli
Sunday,Morning,M326,042123500000,Str1,6,2,1156.3333333333333,2025-05-18 09:44:31,2025-05-18 10:08:10,0.3333333333333333,False,🔴 Scarto: 33% | 🐢 Ciclo: 1156s
Sunday,Morning,M326,042123500000,Str3,1,0,1519.0,2025-05-18 11:16:46,2025-05-18 11:16:46,0.0,False,🐢 Ciclo: 1519s | ⚠️ Pochi moduli
Sunday,Morning,M326,042123500000,Str5,1,0,50.0,2025-05-18 09:53:55,2025-05-18 09:53:55,0.0,False,⚠️ Pochi moduli
Sunday,Morning,M326,Attesa ricezione bad,Str1,3,0,843.0,2025-05-11 07:48:42,2025-05-11 10:43:06,0.0,False,🐢 Ciclo: 843s | ⚠️ Pochi moduli
Sunday,Night,M308,BADGE SYS DISABLED,Str1,178,62,106.28089887640449,2025-05-11 00:10:49,2025-05-18 23:54:54,0.34831460674157305,False,🔴 Scarto: 35%
Sunday,Night,M308,BADGE SYS DISABLED,Str3,43,0,168.2093023255814,2025-05-11 00:16:31,2025-05-11 04:49:19,0.0,False,🐢 Ciclo: 168s
Sunday,Night,M308,BADGE SYS DISABLED,Str5,165,100,102.83636363636364,2025-05-18 00:02:37,2025-05-18 23:53:42,0.6060606060606061,True,🔴 Scarto: 61%
Sunday,Night,M309,BADGE SYS DISABLED,Str1,7,0,274.0,2025-05-11 00:25:26,2025-05-18 03:41:54,0.0,False,🐢 Ciclo: 274s
Sunday,Night,M309,BADGE SYS DISABLED,Str3,3,0,906.0,2025-05-11 00:31:55,2025-05-11 05:38:31,0.0,False,🐢 Ciclo: 906s | ⚠️ Pochi moduli
Sunday,Night,M309,BADGE SYS DISABLED,Str5,21,20,376.1904761904762,2025-05-18 03:33:59,2025-05-18 22:59:04,0.9523809523809523,False,🔴 Scarto: 95% | 🐢 Ciclo: 376s
Sunday,Night,M326,,Str5,2,0,5071.0,2025-05-18 05:09:55,2025-05-18 23:04:47,0.0,False,🐢 Ciclo: 5071s | ⚠️ Pochi moduli
Sunday,Night,M326,041978700000,Str1,10,10,7444.0,2025-05-18 05:25:30,2025-05-18 05:25:30,1.0,True,🔴 Scarto: 100% | 🐢 Ciclo: 7444s
Sunday,Night,M326,042126300000,Str1,1,0,104.0,2025-05-18 02:57:48,2025-05-18 02:57:48,0.0,False,⚠️ Pochi moduli
Sunday,Night,M326,042126300000,Str5,23,21,1560.9130434782608,2025-05-18 01:42:09,2025-05-18 04:10:39,0.9130434782608695,False,🔴 Scarto: 91% | 🐢 Ciclo: 1560s
Sunday,Night,M326,Attesa ricezione bad,Str1,8,0,488.75,2025-05-11 01:15:16,2025-05-11 02:24:11,0.0,False,🐢 Ciclo: 488s
Sunday,Night,M326,Attesa ricezione bad,Str3,2,0,9668.5,2025-05-11 01:23:10,2025-05-11 02:32:46,0.0,False,🐢 Ciclo: 9668s | ⚠️ Pochi moduli
Thursday,Afternoon,M308,BADGE SYS DISABLED,Str1,6,3,136.16666666666666,2025-05-15 14:14:50,2025-05-15 18:49:54,0.5,False,🔴 Scarto: 50% | 🐢 Ciclo: 136s
Thursday,Afternoon,M308,BADGE SYS DISABLED,Str3,28,17,58.535714285714285,2025-05-15 14:17:13,2025-05-15 18:37:45,0.6071428571428571,False,🔴 Scarto: 61%
Thursday,Afternoon,M308,BADGE SYS DISABLED,Str4,2,0,75.5,2025-05-15 14:35:32,2025-05-15 14:44:36,0.0,False,⚠️ Pochi moduli
Thursday,Afternoon,M308,BADGE SYS DISABLED,Str5,16,0,100.9375,2025-05-15 14:37:12,2025-05-15 19:01:25,0.0,False,
Thursday,Afternoon,M309,BADGE SYS DISABLED,Str1,49,1,79.61224489795919,2025-05-15 14:27:14,2025-05-15 21:41:51,0.02040816326530612,False,
Thursday,Afternoon,M309,BADGE SYS DISABLED,Str2,1,0,240.0,2025-05-15 14:27:56,2025-05-15 14:27:56,0.0,False,🐢 Ciclo: 240s | ⚠️ Pochi moduli
Thursday,Afternoon,M309,BADGE SYS DISABLED,Str3,67,15,66.25757575757575,2025-05-15 14:17:34,2025-05-15 18:27:00,0.22388059701492538,False,🔴 Scarto: 22%
Thursday,Afternoon,M309,BADGE SYS DISABLED,Str4,2,0,140.0,2025-05-15 14:48:00,2025-05-15 14:54:13,0.0,False,🐢 Ciclo: 140s | ⚠️ Pochi moduli
Thursday,Afternoon,M309,BADGE SYS DISABLED,Str5,89,42,100.38202247191012,2025-05-15 14:37:49,2025-05-15 21:39:39,0.47191011235955055,False,🔴 Scarto: 47%
Thursday,Afternoon,M326,041707100000,Str1,7,4,243.66666666666666,2025-05-15 15:09:41,2025-05-15 19:05:15,0.5714285714285714,False,🔴 Scarto: 57% | 🐢 Ciclo: 243s
Thursday,Afternoon,M326,041707100000,Str2,1,0,32.0,2025-05-15 15:37:36,2025-05-15 15:37:36,0.0,False,⚠️ Pochi moduli
Thursday,Afternoon,M326,041707100000,Str3,11,4,1565.0,2025-05-15 15:16:23,2025-05-15 19:57:41,0.36363636363636365,False,🔴 Scarto: 36% | 🐢 Ciclo: 1565s
